ano_concessao_bolsa,tipo_bolsa,modalidade_ensino_bolsa,nome_curso_bolsa,turno,sexo_beneficiario,raca_beneficiario,municipio_beneficiario,instituicao_ensino,cpf
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Relações Públicas,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Matutino,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Matutino,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Elétrica,Matutino,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Elétrica,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Elétrica,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Mecânica,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Administração,Noturno,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Administração,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Ciências Contábeis,Matutino,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Ciências Contábeis,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Ciências Contábeis,Noturno,Feminino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comércio Exterior,Matutino,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Matutino,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Matutino,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Matutino,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Matutino,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Noturno,Feminino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social - Publicidade E Propaganda,Matutino,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social - Publicidade E Propaganda,Matutino,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social - Publicidade E Propaganda,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social - Publicidade E Propaganda,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social - Publicidade E Propaganda,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Jornalismo,Matutino,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Jornalismo,Matutino,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Jornalismo,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Jornalismo,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Publicidade E Propaganda,Matutino,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Comunicação Social Com Habilitação Em Publicidade E Propaganda,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Design,Matutino,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Design,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Matutino,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Matutino,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Matutino,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Jornalismo,Matutino,Feminino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Jornalismo,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Jornalismo,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Logística,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Logística,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Produção Audiovisual,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Produção Publicitária,Noturno,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Produção Publicitária,Noturno,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Publicidade E Propaganda,Matutino,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Publicidade E Propaganda,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Internacionais,Matutino,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Internacionais,Matutino,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Públicas,Matutino,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Públicas,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Públicas,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Relações Públicas,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Direito,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Matutino,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Noturno,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Noturno,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Ambiental E Sanitária,Noturno,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Civil,Noturno,Feminino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Computação,Matutino,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Matutino,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Elétrica,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Elétrica,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Elétrica,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Elétrica,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Mecânica,Matutino,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Mecânica,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Engenharia Química,Noturno,Masculino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Comercial,Matutino,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Da Qualidade,Matutino,Feminino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão De Recursos Humanos,,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Financeira,Noturno,Feminino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Financeira,Noturno,Masculino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Financeira,Noturno,Feminino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Gestão Financeira,Noturno,Feminino,Parda,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Jornalismo,Matutino,Masculino,Preta,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Jornalismo,Matutino,Feminino,Branca,GUARUJA,FACULDADE ESAMC SANTOS,
2017,Parcial,Presencial,Administração,Matutino,Masculino,Branca,GUARUJA,ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA,
2017,Integral,Presencial,Administração,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Administração,Noturno,Feminino,Preta,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Direito,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Direito,Noturno,Feminino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Direito,Noturno,Masculino,Preta,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Direito,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educaçao Física,Noturno,Masculino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educaçao Física,Noturno,Feminino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educaçao Física,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educaçao Física,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educaçao Física,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educaçao Física,Noturno,Masculino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física,Noturno,Feminino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física,Noturno,Masculino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física - Graduação,Noturno,Feminino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física - Graduação,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física - Graduação,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física - Graduação,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Enfermagem,Noturno,Feminino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Fisioterapia,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Administração,Noturno,Feminino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Direito,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educaçao Física,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educaçao Física,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física,Noturno,Masculino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física - Graduação,Noturno,Masculino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física - Graduação,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física - Graduação,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Educação Física - Graduação,Noturno,Masculino,Branca,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Enfermagem,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Engenharia Civil,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,Presencial,Engenharia Civil,Noturno,Feminino,Preta,GUARUJA,UNIVERSIDADE DE RIBEIRÃO PRETO,
2017,Integral,EAD,Administração (Ead),EAD,Feminino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Gestão Da Tecnologia Da Informação,EAD,Masculino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Educação Física,EAD,Feminino,Preta,GUARUJA,UNIVERSIDADE PITÁGORAS UNOPAR,
2017,Integral,EAD,Serviço Social (Ead),EAD,Masculino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Curso Superior De Tecnologia De Gestão Em Logística Empresarial,Noturno,Masculino,Preta,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Curso Superior De Tecnologia Em Logística,Noturno,Masculino,Preta,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Administração,EAD,Feminino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Análise E Desenvolvimento De Sistemas,EAD,Feminino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Análise E Desenvolvimento De Sistemas,EAD,Masculino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Administração,EAD,Feminino,Branca,GUARUJA,UNIVERSIDADE PITÁGORAS UNOPAR,
2017,Integral,Presencial,Administração,Noturno,Feminino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Análise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Análise E Desenvolvimento De Sistemas,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Biomedicina,Matutino,Feminino,Preta,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Ciências Biológicas,Matutino,Masculino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Curso Superior De Tecnologia Em Gestão De Recursos Humanos(Ead),EAD,Feminino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Gestão De Recursos Humanos,EAD,Feminino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Serviço Social,EAD,Masculino,Branca,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Estética E Cosmética,Noturno,Feminino,Preta,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Farmácia,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Farmácia - Santos,Noturno,Feminino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,EAD,Logística,EAD,Feminino,Preta,GUARUJA,CENTRO UNIVERSITÁRIO UNA,
2017,Integral,Presencial,Curso Superior De Tecnologia Em Logística,Matutino,Masculino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Engenharia Mecânica,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Serviço Social,Matutino,Masculino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Engenharia Civil,Noturno,Masculino,Branca,GUARUJA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,
2017,Integral,Presencial,Biomedicina,Noturno,Masculino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Logística,Matutino,Masculino,Parda,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Integral,Presencial,Logística,Noturno,Masculino,Preta,GUARUJA,UNIVERSIDADE PAULISTA,
2017,Parcial,Presencial,Ciências Contábeis,Noturno,Masculino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO PAULISTANO,
2017,Integral,Presencial,Administração,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO DON DOMÊNICO,
2017,Integral,Presencial,Pedagogia,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO DON DOMÊNICO,
2017,Integral,Presencial,Pedagogia,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO DON DOMÊNICO,
2017,Integral,Presencial,Pedagogia,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO DON DOMÊNICO,
2017,Integral,Presencial,Administração,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Integral,Presencial,Biomedicina,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Integral,Presencial,Medicina Veterinária,Matutino,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Administração,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Análise E Desenvolvimento De Sistemas,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Arquitetura E Urbanismo,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Biomedicina,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Estética E Cosmética,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia Da Produção,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia Da Produção,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia Da Produção,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Masculino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Masculino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia Mecânica,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Gastronomia,Matutino,Masculino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Medicina Veterinária,Matutino,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Medicina Veterinária,Noturno,Masculino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Integral,Presencial,História,Noturno,Masculino,Parda,GUARUJA,FACULDADE DE SÃO PAULO,
2017,Integral,EAD,Ciências Biológicas,EAD,Masculino,Branca,GUARUJA,UNIVERSIDADE DE FRANCA,
2017,Integral,EAD,Ciências Econômicas,EAD,Feminino,Parda,GUARUJA,UNIVERSIDADE DE FRANCA,
2017,Integral,EAD,Ciências Sociais,EAD,Masculino,Parda,GUARUJA,UNIVERSIDADE DE FRANCA,
2017,Integral,EAD,Gestão Pública,EAD,Feminino,Branca,GUARUJA,UNIVERSIDADE DE FRANCA,
2017,Parcial,Presencial,Análise E Desenvolvimento De Sistemas,Noturno,Masculino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Biomedicina,Matutino,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Curso Superior De Tecnologia Em Gastronomia,Matutino,Masculino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia Da Produção,Noturno,Masculino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia Da Produção,Noturno,Masculino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia Da Produção,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Engenharia De Produção,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Estética E Cosmética,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Medicina Veterinária,Noturno,Masculino,Preta,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Medicina Veterinária,Noturno,Feminino,Branca,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Parcial,Presencial,Pedagogia,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,
2017,Integral,Presencial,Medicina Veterinária,,Feminino,Parda,GUARUJA,UNIVERSIDADE ANHEMBI MORUMBI,
2017,Integral,Presencial,Pedagogia,Noturno,Feminino,Parda,GUARUJA,CENTRO UNIVERSITÁRIO DON DOMÊNICO,
